"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","BP","GO:0009987","cellular process",170,0.30755174035234,2.59438183390404,2.34783951485007e-10,6.77351700034245e-08,4.76982133016909e-08,99,"tags=40%, list=21%, signal=50%","Slc22a12/G0s2/Dio2/Hunk/Ifit3b/Sell/Perp/Eml1/Csrp3/Efhc2/Synpo2l/Gspt2/Lipg/Aox1/Matn3/Eps8l2/Siglech/Cables1/Rnf151/Ptgds/Fzd9/Rsad2/Cth/Trib3/Rtp4/Pou3f1/Rfx3/Ccl5/Mrap/Cd24a/Ighm/Aldh1l2/Nr4a3/Clec4n/Chac1/Nqo1/Bmp2/Mgarp/Slc1a4/Slc7a11/Dyrk4/Asns/Egr3/Avil/Slc40a1/Lef1/Slfn5/Il12rb1/Gsta3/Thbs1/Slc6a9/Spic/Soat2/Slc14a1/Cdc42ep2/Smoc2/Aqp9/Cd38/Hecw2/Ifit3/Tlr5/Ptgs2/Sh3d19/Abcb1a/Pir/Mfsd2a/Il1a/Mthfd2"
"2","CC","GO:0110165","cellular anatomical entity",188,0.299233571924234,2.55097842500756,2.19475258393811e-10,6.77351700034245e-08,4.76982133016909e-08,99,"tags=38%, list=21%, signal=51%","Slc22a12/G0s2/Dio2/Ifit3b/Sell/Perp/Klra3/Eml1/Csrp3/Efhc2/Synpo2l/Gspt2/Lipg/Aox1/Pla1a/Matn3/Eps8l2/Siglech/Cables1/Rnf151/Ptgds/Aqp8/Rnase2a/Fzd9/Rsad2/Cth/Trib3/Rtp4/Pou3f1/Rfx3/Ccl5/Mrap/Cd24a/Ighm/Aldh1l2/Nr4a3/Clec4n/Chac1/Nqo1/Bmp2/Tspan8/Mgarp/Slc1a4/Slc7a11/Dyrk4/Asns/Egr3/Avil/Slc40a1/Lef1/Slfn5/Il12rb1/Gsta3/Thbs1/Slc6a9/Spic/Soat2/Slc14a1/Cdc42ep2/Smoc2/Aqp9/Cd38/Hecw2/Ifit3/Tlr5/Ptgs2/Sh3d19/Abcb1a/Pir/Mfsd2a/Il1a/Mthfd2"
"3","CC","GO:0005622","intracellular anatomical structure",136,0.315389276750829,2.4803048004829,1.3798739406776e-09,2.65395754590326e-07,1.86888189860195e-07,101,"tags=44%, list=22%, signal=49%","G0s2/Ifit3b/Perp/Eml1/Csrp3/Efhc2/Synpo2l/Gspt2/Lipg/Aox1/Pla1a/Eps8l2/Cables1/Rnf151/Ptgds/Aqp8/Fzd9/Rsad2/Cth/Trib3/Rtp4/Pou3f1/Rfx3/Ccl5/Mrap/Cd24a/Ighm/Aldh1l2/Nr4a3/Chac1/Nqo1/Bmp2/Mgarp/Slc1a4/Slc7a11/Dyrk4/Asns/Egr3/Avil/Slc40a1/Lef1/Slfn5/Gsta3/Thbs1/Slc6a9/Spic/Soat2/Cdc42ep2/Aqp9/Cd38/Hecw2/Ifit3/Ptgs2/Sh3d19/Abcb1a/Pir/Mfsd2a/Il1a/Mthfd2/Sla2"
"4","MF","GO:0005488","binding",151,0.277691951750377,2.31350784202627,1.53085425584938e-07,2.20825726406272e-05,1.55502563883647e-05,101,"tags=40%, list=22%, signal=46%","Slc22a12/Vat1l/Dio2/Hunk/Ifit3b/Sell/Eml1/Csrp3/Efhc2/Synpo2l/Klra17/Gspt2/Lipg/Aox1/Matn3/Eps8l2/Cables1/Rnf151/Ptgds/Fzd9/Rsad2/Cth/Trib3/Rtp4/Pou3f1/Rfx3/Ccl5/Mrap/Cd24a/Ighm/Nr4a3/Clec4n/Chac1/Nqo1/Bmp2/Tspan8/Mgarp/Dyrk4/Asns/Egr3/Avil/Slc40a1/Lef1/Slfn5/Il12rb1/Thbs1/Spic/Soat2/Cdc42ep2/Smoc2/Cd38/Ifit3/Tlr5/Ptgs2/Sh3d19/Abcb1a/Pir/Il1a/Mthfd2/Sla2"
"5","BP","GO:0008152","metabolic process",115,0.293031574097042,2.2497891477858,9.78346625797694e-07,0.000107364980279524,7.56050029880439e-05,101,"tags=43%, list=22%, signal=45%","Slc22a12/G0s2/Dio2/Hunk/Perp/Csrp3/Gspt2/Lipg/Aox1/Pla1a/Rnf151/Ptgds/Rsad2/Cth/Trib3/Pou3f1/Rfx3/Ccl5/Cd24a/Ighm/Aldh1l2/Nr4a3/Clec4n/Chac1/Nqo1/Bmp2/Tspan8/Slc7a11/Dyrk4/Asns/Egr3/Avil/Slc40a1/Lef1/Il12rb1/Gsta3/Thbs1/Slc6a9/Spic/Soat2/Smoc2/Cd38/Hecw2/Tlr5/Ptgs2/Sh3d19/Mfsd2a/Il1a/Mthfd2/Sla2"
"6","BP","GO:0071704","organic substance metabolic process",112,0.290990588119603,2.1813951223252,1.11644693531567e-06,0.000107364980279524,7.56050029880439e-05,101,"tags=44%, list=22%, signal=45%","Slc22a12/Dio2/Hunk/Perp/Csrp3/Gspt2/Lipg/Aox1/Pla1a/Rnf151/Ptgds/Rsad2/Cth/Trib3/Pou3f1/Rfx3/Ccl5/Cd24a/Ighm/Aldh1l2/Nr4a3/Clec4n/Chac1/Nqo1/Bmp2/Tspan8/Slc7a11/Dyrk4/Asns/Egr3/Avil/Slc40a1/Lef1/Il12rb1/Gsta3/Thbs1/Slc6a9/Spic/Soat2/Smoc2/Cd38/Hecw2/Tlr5/Ptgs2/Sh3d19/Mfsd2a/Il1a/Mthfd2/Sla2"
"7","BP","GO:0044237","cellular metabolic process",88,0.320240899538868,2.29115578484242,1.37949065368493e-06,0.000113709443882315,8.00726905747947e-05,101,"tags=50%, list=22%, signal=48%","Slc22a12/Dio2/Hunk/Csrp3/Gspt2/Lipg/Aox1/Ptgds/Cth/Trib3/Pou3f1/Rfx3/Ccl5/Cd24a/Ighm/Aldh1l2/Nr4a3/Clec4n/Chac1/Nqo1/Bmp2/Slc7a11/Dyrk4/Asns/Egr3/Avil/Slc40a1/Lef1/Il12rb1/Gsta3/Thbs1/Slc6a9/Spic/Soat2/Smoc2/Cd38/Hecw2/Tlr5/Ptgs2/Sh3d19/Mfsd2a/Il1a/Mthfd2/Sla2"
"8","BP","GO:0032501","multicellular organismal process",108,0.288826010331839,2.17518615287517,3.51142832716859e-06,0.000253261768097035,0.00017834359661672,98,"tags=44%, list=21%, signal=45%","G0s2/Dio2/Eml1/Csrp3/Efhc2/Synpo2l/Lipg/Matn3/Eps8l2/Cables1/Rnf151/Ptgds/Fzd9/Rsad2/Cth/Rtp4/Pou3f1/Rfx3/Ccl5/Cd24a/Ighm/Nr4a3/Clec4n/Chac1/Bmp2/Tspan8/Mgarp/Slc1a4/Slc7a11/Egr3/Avil/Slc40a1/Lef1/Il12rb1/Gsta3/Thbs1/Spic/Soat2/Smoc2/Cd38/Hecw2/Tlr5/Ptgs2/Abcb1a/Pir/Mfsd2a/Il1a"
"9","BP","GO:0050896","response to stimulus",122,0.272721554448743,2.07620621316208,4.73899057399962e-06,0.000303821951244198,0.000213947410709223,98,"tags=40%, list=21%, signal=43%","Slc22a12/G0s2/Dio2/Hunk/Ifit3b/Sell/Perp/Csrp3/Efhc2/Synpo2l/Aox1/Eps8l2/Ptgds/Rnase2a/Fzd9/Rsad2/Cth/Trib3/Rtp4/Ccl5/Mrap/Cd24a/Ighm/Nr4a3/Clec4n/Chac1/Nqo1/Bmp2/Mirt1/Tspan8/Mgarp/Slc7a11/Asns/Egr3/Slc40a1/Lef1/Il12rb1/Gsta3/Thbs1/Slc6a9/Cdc42ep2/Smoc2/Cd38/Ifit3/Tlr5/Ptgs2/Abcb1a/Mfsd2a/Il1a"
"10","CC","GO:0005737","cytoplasm",114,0.271240391838694,2.08114541945964,9.03330907891141e-06,0.000521221933853188,0.000367037610995769,101,"tags=42%, list=22%, signal=44%","G0s2/Ifit3b/Perp/Eml1/Csrp3/Efhc2/Synpo2l/Gspt2/Lipg/Aox1/Pla1a/Eps8l2/Cables1/Rnf151/Ptgds/Fzd9/Rsad2/Cth/Rtp4/Ccl5/Mrap/Ighm/Aldh1l2/Chac1/Nqo1/Bmp2/Mgarp/Slc7a11/Dyrk4/Asns/Avil/Slc40a1/Lef1/Gsta3/Thbs1/Slc6a9/Soat2/Cdc42ep2/Cd38/Hecw2/Ifit3/Ptgs2/Sh3d19/Pir/Mfsd2a/Il1a/Mthfd2/Sla2"
"11","BP","GO:0071702","organic substance transport",39,0.434780948116197,2.58498819849194,1.22848068683831e-05,0.000527887728403943,0.000371731575597778,98,"tags=62%, list=21%, signal=53%","Slc22a12/Dio2/Lipg/Aqp8/Rsad2/Trib3/Rtp4/Rfx3/Ccl5/Cd24a/Nr4a3/Mgarp/Slc1a4/Slc7a11/Thbs1/Slc6a9/Soat2/Slc14a1/Aqp9/Cd38/Ptgs2/Abcb1a/Mfsd2a/Il1a"
"12","BP","GO:0048518","positive regulation of biological process",92,0.291069302377907,2.12009347583234,1.46381345831249e-05,0.000527887728403943,0.000371731575597778,101,"tags=46%, list=22%, signal=45%","G0s2/Dio2/Sell/Perp/Csrp3/Synpo2l/Lipg/Eps8l2/Fzd9/Rsad2/Cth/Trib3/Pou3f1/Rfx3/Ccl5/Mrap/Cd24a/Ighm/Nr4a3/Clec4n/Nqo1/Bmp2/Mgarp/Asns/Egr3/Avil/Slc40a1/Lef1/Il12rb1/Thbs1/Slc6a9/Spic/Cdc42ep2/Smoc2/Cd38/Tlr5/Ptgs2/Sh3d19/Abcb1a/Mfsd2a/Il1a/Sla2"
"13","CC","GO:0043229","intracellular organelle",111,0.273352040328958,2.06943964889723,1.42275977619517e-05,0.000527887728403943,0.000371731575597778,101,"tags=43%, list=22%, signal=44%","G0s2/Ifit3b/Perp/Eml1/Csrp3/Efhc2/Synpo2l/Lipg/Pla1a/Cables1/Rnf151/Ptgds/Aqp8/Rsad2/Trib3/Pou3f1/Rfx3/Mrap/Cd24a/Aldh1l2/Nr4a3/Chac1/Bmp2/Mgarp/Slc1a4/Slc7a11/Dyrk4/Egr3/Avil/Slc40a1/Lef1/Slfn5/Thbs1/Slc6a9/Spic/Soat2/Cdc42ep2/Aqp9/Cd38/Hecw2/Ifit3/Ptgs2/Sh3d19/Abcb1a/Pir/Mfsd2a/Mthfd2/Sla2"
"14","CC","GO:0043226","organelle",116,0.269557153698734,2.06872069434154,1.25389837004742e-05,0.000527887728403943,0.000371731575597778,101,"tags=42%, list=22%, signal=44%","G0s2/Ifit3b/Perp/Eml1/Csrp3/Efhc2/Synpo2l/Lipg/Pla1a/Eps8l2/Cables1/Rnf151/Ptgds/Aqp8/Rsad2/Trib3/Pou3f1/Rfx3/Mrap/Cd24a/Aldh1l2/Nr4a3/Chac1/Bmp2/Mgarp/Slc1a4/Slc7a11/Dyrk4/Egr3/Avil/Slc40a1/Lef1/Slfn5/Thbs1/Slc6a9/Spic/Soat2/Cdc42ep2/Aqp9/Cd38/Hecw2/Ifit3/Ptgs2/Sh3d19/Abcb1a/Pir/Mfsd2a/Mthfd2/Sla2"
"15","BP","GO:0050789","regulation of biological process",137,0.25458727426082,2.00515656272077,1.30767452365481e-05,0.000527887728403943,0.000371731575597778,98,"tags=39%, list=21%, signal=43%","G0s2/Dio2/Hunk/Ifit3b/Sell/Perp/Csrp3/Efhc2/Synpo2l/Gspt2/Lipg/Eps8l2/Cables1/Ptgds/Fzd9/Rsad2/Cth/Trib3/Pou3f1/Rfx3/Ccl5/Mrap/Cd24a/Ighm/Nr4a3/Clec4n/Chac1/Nqo1/Bmp2/Tspan8/Mgarp/Slc7a11/Asns/Egr3/Avil/Slc40a1/Lef1/Il12rb1/Thbs1/Slc6a9/Spic/Soat2/Cdc42ep2/Smoc2/Cd38/Hecw2/Ifit3/Tlr5/Ptgs2/Sh3d19/Abcb1a/Mfsd2a/Il1a"
"16","BP","GO:0065007","biological regulation",137,0.25458727426082,2.00515656272077,1.30767452365481e-05,0.000527887728403943,0.000371731575597778,98,"tags=39%, list=21%, signal=43%","G0s2/Dio2/Hunk/Ifit3b/Sell/Perp/Csrp3/Efhc2/Synpo2l/Gspt2/Lipg/Eps8l2/Cables1/Ptgds/Fzd9/Rsad2/Cth/Trib3/Pou3f1/Rfx3/Ccl5/Mrap/Cd24a/Ighm/Nr4a3/Clec4n/Chac1/Nqo1/Bmp2/Tspan8/Mgarp/Slc7a11/Asns/Egr3/Avil/Slc40a1/Lef1/Il12rb1/Thbs1/Slc6a9/Spic/Soat2/Cdc42ep2/Smoc2/Cd38/Hecw2/Ifit3/Tlr5/Ptgs2/Sh3d19/Abcb1a/Mfsd2a/Il1a"
"17","BP","GO:0002684","positive regulation of immune system process",20,0.54672021680239,2.59692837784795,1.94388828513494e-05,0.000659778553248743,0.000464607354837206,128,"tags=80%, list=28%, signal=60%","Sell/Rsad2/Ccl5/Cd24a/Ighm/Nr4a3/Clec4n/Egr3/Lef1/Il12rb1/Thbs1/Cd38/Il1a/Sla2/Arg1/Il34"
"18","BP","GO:0044238","primary metabolic process",101,0.26920287181896,1.99976453220308,3.21662070813983e-05,0.00103110563810927,0.000726090990258464,101,"tags=44%, list=22%, signal=44%","Dio2/Hunk/Perp/Csrp3/Gspt2/Lipg/Aox1/Pla1a/Rnf151/Ptgds/Cth/Trib3/Pou3f1/Rfx3/Ccl5/Cd24a/Ighm/Aldh1l2/Nr4a3/Clec4n/Chac1/Nqo1/Bmp2/Slc7a11/Dyrk4/Asns/Egr3/Avil/Slc40a1/Lef1/Il12rb1/Gsta3/Thbs1/Slc6a9/Spic/Soat2/Smoc2/Cd38/Hecw2/Ptgs2/Sh3d19/Mfsd2a/Il1a/Sla2"
"19","BP","GO:0019222","regulation of metabolic process",80,0.295322045968397,2.06743537855745,4.11267562139147e-05,0.00124895464923309,0.000879497390502552,114,"tags=51%, list=25%, signal=47%","G0s2/Dio2/Perp/Csrp3/Gspt2/Lipg/Rsad2/Cth/Trib3/Pou3f1/Rfx3/Ccl5/Cd24a/Ighm/Nr4a3/Clec4n/Chac1/Nqo1/Bmp2/Tspan8/Slc7a11/Egr3/Avil/Slc40a1/Lef1/Il12rb1/Thbs1/Slc6a9/Spic/Smoc2/Cd38/Tlr5/Ptgs2/Sh3d19/Mfsd2a/Il1a/Sla2/Avpr2/Gatm/Serpina3n/Cxcr3"
"20","BP","GO:0071705","nitrogen compound transport",27,0.464283990111763,2.449574857297,5.62341950879958e-05,0.00154738564405381,0.00108964856080411,98,"tags=63%, list=21%, signal=53%","Slc22a12/Dio2/Rsad2/Rtp4/Rfx3/Ccl5/Cd24a/Mgarp/Slc1a4/Slc7a11/Slc6a9/Slc14a1/Aqp9/Cd38/Ptgs2/Abcb1a/Il1a"
"21","BP","GO:0032502","developmental process",95,0.276381823751646,2.0435098415091,5.631732846643e-05,0.00154738564405381,0.00108964856080411,98,"tags=45%, list=21%, signal=45%","Dio2/Perp/Eml1/Csrp3/Efhc2/Synpo2l/Matn3/Cables1/Rnf151/Fzd9/Rsad2/Cth/Trib3/Pou3f1/Rfx3/Ccl5/Mrap/Cd24a/Ighm/Nr4a3/Chac1/Bmp2/Tspan8/Mgarp/Slc7a11/Egr3/Avil/Slc40a1/Lef1/Slfn5/Gsta3/Thbs1/Spic/Cdc42ep2/Smoc2/Cd38/Hecw2/Ptgs2/Sh3d19/Abcb1a/Pir/Mfsd2a/Il1a"
"22","BP","GO:0048584","positive regulation of response to stimulus",42,0.379748277092004,2.35609801093961,7.02051962260574e-05,0.00184129082829251,0.00129661271498843,129,"tags=67%, list=28%, signal=53%","G0s2/Sell/Synpo2l/Fzd9/Rsad2/Cth/Ccl5/Mrap/Cd24a/Ighm/Nr4a3/Clec4n/Bmp2/Lef1/Il12rb1/Thbs1/Smoc2/Cd38/Tlr5/Ptgs2/Abcb1a/Il1a/Sla2/Cxcr3/Arg1/Emp2/Il34/Arhgap8"
"23","BP","GO:0006950","response to stress",61,0.327253504446878,2.18171484079385,8.43155023163505e-05,0.00211521934071888,0.00148950956037123,98,"tags=51%, list=21%, signal=46%","Dio2/Ifit3b/Csrp3/Rnase2a/Rsad2/Trib3/Rtp4/Ccl5/Cd24a/Ighm/Nr4a3/Clec4n/Chac1/Nqo1/Bmp2/Mirt1/Tspan8/Mgarp/Slc7a11/Asns/Il12rb1/Thbs1/Cdc42ep2/Smoc2/Cd38/Ifit3/Tlr5/Ptgs2/Abcb1a/Mfsd2a/Il1a"
"24","BP","GO:0048522","positive regulation of cellular process",81,0.282415836067381,2.02254932768359,0.000103497643995572,0.00229272885087857,0.00161450941610714,98,"tags=47%, list=21%, signal=45%","G0s2/Sell/Csrp3/Synpo2l/Eps8l2/Fzd9/Rsad2/Cth/Trib3/Pou3f1/Rfx3/Ccl5/Mrap/Cd24a/Ighm/Nr4a3/Clec4n/Nqo1/Bmp2/Mgarp/Asns/Egr3/Avil/Slc40a1/Lef1/Il12rb1/Thbs1/Slc6a9/Spic/Cdc42ep2/Smoc2/Cd38/Tlr5/Ptgs2/Sh3d19/Abcb1a/Mfsd2a/Il1a"
"25","BP","GO:0006807","nitrogen compound metabolic process",95,0.267216856324936,1.97574597455372,9.94114769360865e-05,0.00229272885087857,0.00161450941610714,101,"tags=44%, list=22%, signal=43%","Slc22a12/Dio2/Hunk/Perp/Csrp3/Gspt2/Lipg/Rnf151/Cth/Trib3/Pou3f1/Rfx3/Ccl5/Cd24a/Ighm/Aldh1l2/Nr4a3/Clec4n/Chac1/Nqo1/Bmp2/Slc7a11/Dyrk4/Asns/Egr3/Slc40a1/Lef1/Il12rb1/Gsta3/Thbs1/Slc6a9/Spic/Smoc2/Cd38/Hecw2/Tlr5/Ptgs2/Sh3d19/Mfsd2a/Il1a/Mthfd2/Sla2"
"26","CC","GO:0043231","intracellular membrane-bounded organelle",98,0.260500151039962,1.9408018196266,0.000107285405500383,0.00229272885087857,0.00161450941610714,101,"tags=44%, list=22%, signal=44%","G0s2/Ifit3b/Perp/Csrp3/Synpo2l/Lipg/Pla1a/Cables1/Rnf151/Ptgds/Aqp8/Rsad2/Trib3/Pou3f1/Rfx3/Mrap/Cd24a/Aldh1l2/Nr4a3/Chac1/Bmp2/Mgarp/Slc7a11/Dyrk4/Egr3/Slc40a1/Lef1/Slfn5/Thbs1/Slc6a9/Spic/Soat2/Cdc42ep2/Aqp9/Cd38/Ifit3/Ptgs2/Sh3d19/Abcb1a/Pir/Mfsd2a/Mthfd2/Sla2"
"27","BP","GO:0050794","regulation of cellular process",126,0.242031791461735,1.8399362765394,9.61455577361959e-05,0.00229272885087857,0.00161450941610714,98,"tags=39%, list=21%, signal=42%","G0s2/Hunk/Ifit3b/Sell/Perp/Csrp3/Efhc2/Synpo2l/Lipg/Eps8l2/Cables1/Ptgds/Fzd9/Rsad2/Cth/Trib3/Pou3f1/Rfx3/Ccl5/Mrap/Cd24a/Ighm/Nr4a3/Clec4n/Chac1/Nqo1/Bmp2/Mgarp/Slc7a11/Asns/Egr3/Avil/Slc40a1/Lef1/Il12rb1/Thbs1/Slc6a9/Spic/Cdc42ep2/Smoc2/Cd38/Hecw2/Ifit3/Tlr5/Ptgs2/Sh3d19/Abcb1a/Mfsd2a/Il1a"
"28","BP","GO:0044281","small molecule metabolic process",25,0.457327746820134,2.37255366771404,0.000115011364690717,0.00233593130946165,0.00164493201760868,120,"tags=68%, list=26%, signal=53%","Slc22a12/Lipg/Ptgds/Cth/Trib3/Aldh1l2/Nr4a3/Nqo1/Bmp2/Slc7a11/Asns/Soat2/Ptgs2/Mfsd2a/Mthfd2/Gatm/Arg1"
"29","MF","GO:0005515","protein binding",108,0.254461638423593,1.91638360998373,0.000117403826645386,0.00233593130946165,0.00164493201760868,95,"tags=39%, list=21%, signal=40%","Slc22a12/Dio2/Ifit3b/Sell/Eml1/Csrp3/Efhc2/Synpo2l/Klra17/Aox1/Eps8l2/Cables1/Fzd9/Rsad2/Cth/Trib3/Rtp4/Rfx3/Ccl5/Mrap/Cd24a/Ighm/Nr4a3/Clec4n/Chac1/Nqo1/Bmp2/Tspan8/Mgarp/Asns/Avil/Slc40a1/Lef1/Il12rb1/Thbs1/Cdc42ep2/Cd38/Ifit3/Tlr5/Ptgs2/Sh3d19/Abcb1a"
"30","BP","GO:0019752","carboxylic acid metabolic process",15,0.559003761327102,2.3981245179206,0.000191717876433621,0.00316060613434856,0.00222565715198129,120,"tags=80%, list=26%, signal=61%","Lipg/Ptgds/Cth/Trib3/Aldh1l2/Nr4a3/Slc7a11/Asns/Ptgs2/Mfsd2a/Gatm/Arg1"
