"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","mmu04621","NOD-like receptor signaling pathway - Mus musculus (house mouse)",44,-0.573231315776823,-2.24627955465355,3.61126908510664e-06,0.00032037040688298,0.000218576300992286,633,"tags=61%, list=26%, signal=46%","246730/20847/246728/23960/246727/23961/15951/330122/107607/21926/20846/54396/15944/20293/16176/12796/14468/54123/54483/15977/229900/20310/55932/14469/20304/16193/229898"
"2","mmu04060","Cytokine-cytokine receptor interaction - Mus musculus (house mouse)",82,-0.480561366533877,-2.06681730510796,3.95519020843185e-06,0.00032037040688298,0.000218576300992286,720,"tags=57%, list=29%, signal=42%","16161/21938/20312/16181/12768/20303/230979/50905/326623/23832/66102/80901/329244/16992/21942/14102/20306/20295/330122/21939/16184/22164/12769/21926/16153/246779/20293/16175/12771/22035/16196/16176/215257/56066/20299/15977/20310/54448/209590/12981/15945/16160/12985/20304/17329/20307/16193"
"3","mmu04657","IL-17 signaling pathway - Mus musculus (house mouse)",25,-0.634582430632723,-2.19883404614995,1.04829330699082e-05,0.000566078385775045,0.000386213323628199,485,"tags=64%, list=20%, signal=52%","20306/20295/330122/17395/21926/19225/20201/20293/16176/17386/20310/12981/15945/12985/16819/16193"
"4","mmu05160","Hepatitis C - Mus musculus (house mouse)",30,-0.596934082117748,-2.17275601906315,3.25834306302164e-05,0.000879752627015844,0.000600221090556618,742,"tags=77%, list=30%, signal=54%","22259/18035/230073/246730/20847/246728/112419/23960/246727/14102/23961/12702/17869/21926/20846/17858/54123/667373/15977/15957/17857/58185/15945"
"5","mmu04061","Viral protein interaction with cytokine and cytokine receptor - Mus musculus (house mouse)",38,-0.555602171729166,-2.12294007785438,2.91241289279956e-05,0.000879752627015844,0.000600221090556618,716,"tags=68%, list=29%, signal=49%","21938/20312/12768/20303/230979/23832/329244/16992/20306/20295/330122/16184/12769/21926/16153/20293/12771/22035/56066/20299/20310/15945/20304/17329/20307/16193"
"6","mmu05164","Influenza A - Mus musculus (house mouse)",42,-0.544229991734407,-2.11264101843069,2.46464453877416e-05,0.000879752627015844,0.000600221090556618,827,"tags=74%, list=34%, signal=50%","142980/16452/20296/15894/18035/230073/246730/20847/246728/23960/246727/14102/23961/12265/71586/12702/21926/20846/20293/16175/17858/22035/16176/54123/15977/17857/58185/15945/16160/20304/16193"
"7","mmu04623","Cytosolic DNA-sensing pathway - Mus musculus (house mouse)",19,-0.665253589415739,-2.15855743925338,6.67737321394883e-05,0.00135216807582464,0.000922531825611352,147,"tags=42%, list=6%, signal=40%","16176/54123/54483/15977/15945/58203/20304/16193"
"8","mmu04668","TNF signaling pathway - Mus musculus (house mouse)",40,-0.54300310636646,-2.10245979920145,5.92521188224275e-05,0.00135216807582464,0.000922531825611352,839,"tags=72%, list=34%, signal=48%","21929/12051/20296/74568/15894/18035/21938/20312/16992/16449/14102/330122/16362/17395/12702/21926/19225/15953/20293/22329/16176/22029/13614/15977/20310/12981/15945/20304/16193"
"9","mmu05168","Herpes simplex virus 1 infection - Mus musculus (house mouse)",82,-0.447694198679016,-1.92546089149887,8.5474487759323e-05,0.00153854077966781,0.00104968669178116,869,"tags=63%, list=36%, signal=42%","18987/20779/142980/15018/16452/20296/15007/21356/18035/667977/231805/69550/230979/230073/110557/16402/100529082/246730/20847/246728/15039/15024/545812/23960/69717/16992/15015/110558/246727/14102/20684/23961/15040/14963/15042/170741/21354/15139/71586/12266/12702/21926/20846/14990/20293/16176/54123/15977/16160/240063/20304/16193"
"10","mmu05133","Pertussis - Mus musculus (house mouse)",26,-0.585713728525664,-2.05029117902988,0.000279223759457161,0.00452342490320601,0.00308615734136863,442,"tags=50%, list=18%, signal=41%","16362/15139/107607/12266/21926/50908/16153/16175/12263/16176/16160/16193/18126"
"11","mmu05162","Measles - Mus musculus (house mouse)",34,-0.528448257057983,-1.9614527841461,0.000393231882566591,0.00579123317961707,0.00395113374827675,722,"tags=68%, list=30%, signal=48%","18035/15511/230073/246730/20847/246728/23960/246727/14102/23961/16184/71586/69142/27218/20846/16175/17858/16176/54123/15977/17857/16160/16193"
"12","mmu04620","Toll-like receptor signaling pathway - Mus musculus (house mouse)",30,-0.547906848273008,-1.99430379020689,0.000552357381855844,0.0063915639900462,0.00436071617254614,147,"tags=30%, list=6%, signal=29%","16176/54123/56066/15977/15945/16160/20304/17329/16193"
"13","mmu05142","Chagas disease - Mus musculus (house mouse)",24,-0.577604340324982,-1.9893790159535,0.000507698770888132,0.0063915639900462,0.00436071617254614,388,"tags=42%, list=16%, signal=35%","12266/21926/16153/20293/16176/15977/16160/20304/16193/18126"
"14","mmu05171","Coronavirus disease - COVID-19 - Mus musculus (house mouse)",53,-0.468950646033599,-1.90220715907061,0.000551647365225199,0.0063915639900462,0.00436071617254614,748,"tags=55%, list=31%, signal=39%","13058/20344/18035/230073/246730/20847/246728/23960/246727/23961/15139/71586/12266/21926/20846/50908/20293/12263/17858/16176/100038882/15977/14962/12981/17857/15945/16160/12985/16193"
"15","mmu05163","Human cytomegalovirus infection - Mus musculus (house mouse)",55,-0.455135110452952,-1.85140192380931,0.00087105868626165,0.00881946919839921,0.00601718171430745,1008,"tags=76%, list=41%, signal=46%","12927/630294/231991/21355/14972/14964/12010/18751/20302/20779/15018/20296/15007/19217/21356/18035/667977/20312/12768/20303/110557/100529082/15039/15024/69717/15015/110558/14102/15040/14963/15042/21354/17869/21926/14990/19225/20293/12771/16176/15977/20304/16193"
"16","mmu05169","Epstein-Barr virus infection - Mus musculus (house mouse)",62,-0.441500792685242,-1.82541279632228,0.000819943112510622,0.00881946919839921,0.00601718171430745,749,"tags=56%, list=31%, signal=40%","15007/15894/21356/18035/667977/16408/230073/110557/100529082/246730/20847/246728/15039/15024/23960/69717/15015/110558/246727/14102/23961/15040/14963/15042/21939/21354/17869/21926/20846/14990/54123/100038882/15977/15945/16193"
