"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","mmu04621","NOD-like receptor signaling pathway - Mus musculus (house mouse)",43,-0.557722565562738,-2.17209118539223,9.98626588274736e-06,0.00147796735064661,0.000977602870626847,657,"tags=63%, list=29%, signal=46%","20847/246730/246727/246728/23960/23961/15951/107607/21926/12796/20846/54396/15944/54483/20293/16176/54123/14468/15977/330122/229900/20310/55932/16193/20304/14469/229898"
"2","mmu04657","IL-17 signaling pathway - Mus musculus (house mouse)",24,-0.620124010947676,-2.13492251123992,3.10058785335943e-05,0.00229443501148598,0.00151765615980225,560,"tags=67%, list=25%, signal=51%","17395/50905/20295/21926/19225/20293/20201/16176/17386/330122/12981/20310/15945/16193/12985/16819"
"3","mmu05160","Hepatitis C - Mus musculus (house mouse)",30,-0.569385267289824,-2.08694144326359,6.01514347682547e-05,0.00296747078190056,0.00196283629243778,657,"tags=70%, list=29%, signal=50%","20847/246730/246727/246728/23960/23961/14102/17869/21926/112419/12702/20846/18260/17858/54123/667373/15977/15957/58185/17857/15945"
"4","mmu04060","Cytokine-cytokine receptor interaction - Mus musculus (house mouse)",84,-0.435647223394796,-1.84935103886926,0.000187783952545035,0.00694800624416631,0.00459576515439166,231,"tags=27%, list=10%, signal=26%","246779/20293/16175/22164/22035/16176/15977/16196/330122/215257/54448/12981/20310/56066/20299/15945/16160/209590/16193/12985/20304/20307/17329"
"5","mmu04623","Cytosolic DNA-sensing pathway - Mus musculus (house mouse)",19,-0.617832316963724,-2.01373539286134,0.000296445379573349,0.00731231936280928,0.00483674040356517,227,"tags=42%, list=10%, signal=38%","54483/16176/54123/15977/15945/16193/20304/58203"
"6","mmu05164","Influenza A - Mus musculus (house mouse)",45,-0.502054510108965,-1.96410579338671,0.000276091738367092,0.00731231936280928,0.00483674040356517,657,"tags=58%, list=29%, signal=42%","20847/246730/246727/246728/23960/23961/14102/71586/21926/12702/20846/14969/20293/16175/17858/22035/16176/54123/15977/12265/58185/17857/15945/16160/16193/20304"
"7","mmu04620","Toll-like receptor signaling pathway - Mus musculus (house mouse)",28,-0.557895282674295,-2.00459468141099,0.000477654876897331,0.0100989888258293,0.00667998549645891,163,"tags=32%, list=7%, signal=30%","16176/54123/15977/56066/15945/16160/16193/20304/17329"
"8","mmu01200","Carbon metabolism - Mus musculus (house mouse)",15,0.547414010599524,2.41456257597989,0.000554861242222359,0.0102649329811136,0.00678974941140518,884,"tags=93%, list=39%, signal=58%","257635/68738/108037/269951/100678/19139/20425/236539/20917/110446/17436/13807/13885/75731"
"9","mmu00260","Glycine, serine and threonine metabolism - Mus musculus (house mouse)",11,0.602414223483445,2.2621982541542,0.000741581794421085,0.0109754105574321,0.00725969546117483,692,"tags=91%, list=30%, signal=64%","257635/192166/26912/108037/12411/107869/100678/20425/236539/67092"
"10","mmu05323","Rheumatoid arthritis - Mus musculus (house mouse)",23,-0.580513311088079,-1.98470066781042,0.000738682361675721,0.0109754105574321,0.00725969546117483,403,"tags=48%, list=18%, signal=40%","21926/14969/11433/20293/16175/16176/330122/12981/20310/16193/20304"
"11","mmu05146","Amoebiasis - Mus musculus (house mouse)",26,-0.549286943424594,-1.92868936140137,0.000858217252560761,0.0115469230344539,0.00763772291752639,172,"tags=50%, list=8%, signal=47%","20706/11846/21926/16153/16782/16176/330122/14268/12981/20310/16160/16193/18126"
"12","mmu05145","Toxoplasmosis - Mus musculus (house mouse)",26,-0.547060473066629,-1.92087164473381,0.000940440720239598,0.011598768882955,0.00767201640195462,446,"tags=50%, list=20%, signal=41%","21939/21926/20846/14969/16153/54396/15944/16782/16145/12703/12265/16160/18126"
"13","mmu01230","Biosynthesis of amino acids - Mus musculus (house mouse)",13,0.530562235604783,2.1400586446977,0.00129510428014267,0.0136911023900796,0.00905599233483219,616,"tags=85%, list=27%, signal=62%","257635/209027/12035/108037/12411/107869/269951/100678/19139/20425/236539"
"14","mmu04668","TNF signaling pathway - Mus musculus (house mouse)",39,-0.505557477411868,-1.93763115545415,0.0012408202426607,0.0136911023900796,0.00905599233483219,421,"tags=44%, list=18%, signal=36%","16362/21926/12702/19225/20293/15953/16176/22029/15977/22329/330122/13614/12981/20310/15945/16193/20304"
"15","mmu05168","Herpes simplex virus 1 infection - Mus musculus (house mouse)",79,-0.405529028360475,-1.718361291848,0.00204709196916525,0.0201979740957638,0.0133599686408679,1014,"tags=71%, list=44%, signal=41%","14964/14972/20779/15006/12010/21355/18987/142980/15007/18035/100529082/16452/16992/630294/21356/230073/16402/667977/230979/69550/231805/20847/246730/14963/545812/15024/15039/246727/246728/23960/23961/14102/15015/69717/110558/20684/15042/15040/12266/21354/71586/170741/21926/12702/20846/14969/14990/20293/16176/54123/110557/15977/16160/16193/20304/240063"
"16","mmu05133","Pertussis - Mus musculus (house mouse)",26,-0.523538856635632,-1.83828113003746,0.00251192772339159,0.0232353314413722,0.015369031465488,494,"tags=46%, list=22%, signal=37%","12266/107607/16362/21926/50908/16153/16175/16176/12263/16160/16193/18126"
"17","mmu04936","Alcoholic liver disease - Mus musculus (house mouse)",27,-0.519661104669738,-1.84898261487269,0.00268045557480679,0.0233356387214196,0.0154353798086203,163,"tags=30%, list=7%, signal=28%","16176/12263/15977/330122/11529/20310/16160/16193"
"18","mmu05144","Malaria - Mus musculus (house mouse)",17,-0.572626437582261,-1.82750349685119,0.00284378299746364,0.0233356387214196,0.0154353798086203,446,"tags=53%, list=20%, signal=43%","21939/21926/16153/20293/16176/27007/22329/16193/12985"
"19","mmu05162","Measles - Mus musculus (house mouse)",34,-0.488188511223882,-1.8140263640501,0.00299579145747954,0.0233356387214196,0.0154353798086203,660,"tags=62%, list=29%, signal=45%","15511/20847/246730/246727/246728/23960/23961/14102/16184/71586/20846/27218/69142/16175/17858/16176/54123/15977/17857/16160/16193"
"20","mmu05169","Epstein-Barr virus infection - Mus musculus (house mouse)",58,-0.431561058906146,-1.75902703433087,0.00363499812071412,0.0268989860932845,0.0177923592224428,1015,"tags=76%, list=45%, signal=43%","21929/14964/14972/12503/15006/12010/21355/15007/18035/100529082/15894/16408/630294/21356/230073/667977/20847/246730/14963/15024/15039/246727/246728/23960/23961/14102/15015/69717/110558/15042/15040/17869/21939/21354/21926/20846/14969/14990/54123/110557/100038882/15977/15945/16193"
"21","mmu05321","Inflammatory bowel disease - Mus musculus (house mouse)",16,-0.59901593709746,-1.87414862914568,0.00415201874337321,0.0292618463818683,0.019355275345048,403,"tags=56%, list=18%, signal=47%","21926/20846/14969/16153/16175/16176/16160/209590/16193"
"22","mmu05142","Chagas disease - Mus musculus (house mouse)",23,-0.537579457982467,-1.83791532231908,0.0045512747272584,0.030617666347011,0.0202520837145948,548,"tags=48%, list=24%, signal=37%","14102/12266/21926/16153/20293/16176/15977/16160/16193/20304/18126"
"23","mmu04933","AGE-RAGE signaling pathway in diabetic complications - Mus musculus (house mouse)",22,-0.521775549161303,-1.75809420197729,0.00747778995792802,0.0429438339929008,0.0284052387008519,403,"tags=45%, list=18%, signal=38%","21926/20846/237038/20293/16175/16176/22329/13614/14268/16193"
"24","mmu05171","Coronavirus disease - COVID-19 - Mus musculus (house mouse)",53,-0.425812090135996,-1.71160040644665,0.00742052956792733,0.0429438339929008,0.0284052387008519,585,"tags=47%, list=26%, signal=36%","20847/246730/246727/246728/14061/23960/23961/12266/71586/21926/50908/20846/20293/17858/16176/12263/100038882/15977/14962/12981/17857/15945/16160/16193/12985"
"25","mmu05167","Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse)",48,-0.432456581941909,-1.70666941481147,0.0075441870528069,0.0429438339929008,0.0284052387008519,1014,"tags=75%, list=44%, signal=43%","14964/14972/20779/15006/12768/142980/15007/18035/100529082/16452/15894/630294/667977/20847/14963/15024/15039/14102/15015/69717/110558/15042/15040/12266/17869/12771/19225/20846/14990/54123/110557/15977/330122/12981/20310/16193"
"26","mmu05165","Human papillomavirus infection - Mus musculus (house mouse)",63,-0.400750288509944,-1.65188870872464,0.00701868644325513,0.0429438339929008,0.0284052387008519,777,"tags=57%, list=34%, signal=39%","16421/630294/16400/16402/667977/16449/20847/14963/15024/15039/12827/14102/15015/69717/110558/15042/15040/19699/16362/21926/19225/20846/14990/231655/12833/329278/320910/17858/16782/12835/23962/110557/100038882/15977/14268/17857"
"27","mmu04150","mTOR signaling pathway - Mus musculus (house mouse)",12,0.484336393677392,1.86741531984689,0.00899683727853356,0.0493159969341839,0.0326201117701217,569,"tags=75%, list=25%, signal=57%","22410/97998/109270/14245/74747/245670/20539/14783/71962"
