"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","BP","GO:0035458","cellular response to interferon-beta",36,-0.737855710932647,-2.73442982989284,1e-10,1.590625e-08,1.37302631578947e-08,186,"tags=67%, list=8%, signal=62%","Irgm1/Ifi47/Gm12185/Igtp/Gbp2b/Ifit3/Ifi211/Ifi209/Ifnb1/Acod1/Ifit1/Gbp7/Ifi205/Ifi213/Gbp3/Ifi214/Ifi206/Gbp6/Tgtp1/Gbp2/Tgtp2/F830016B08Rik/Gm4841/Iigp1"
"2","BP","GO:0035456","response to interferon-beta",40,-0.709199452337498,-2.6820322343628,1e-10,1.590625e-08,1.37302631578947e-08,298,"tags=65%, list=13%, signal=58%","Irgm2/Xaf1/Irgm1/Ifi47/Gm12185/Igtp/Gbp2b/Ifit3/Ifi211/Ifi209/Ifnb1/Acod1/Ifit1/Gbp7/Ifi205/Ifi213/Gbp3/Ifi214/Ifi206/Gbp6/Tgtp1/Gbp2/Tgtp2/F830016B08Rik/Gm4841/Iigp1"
"3","BP","GO:0009615","response to virus",96,-0.558065978362333,-2.39504464200635,1e-10,1.590625e-08,1.37302631578947e-08,674,"tags=65%, list=29%, signal=48%","Mmp12/Irak3/Stat2/Trim34a/Oas1a/Il12rb1/Zc3h12a/Oas3/Treml4/Oas2/Oas1g/Oas1b/Trim5/H2-Q9/Slfn8/Ifi204/Gm11772/Trim30a/Dhx58/Cd40/Ifih1/Irf1/Isg20/Tnf/Ifit1bl2/Stat1/Oasl1/Itgb8/Irgm1/Il27/Ddx60/Tnfsf4/Mx2/Ifit2/Il1b/Oasl2/Rtp4/Irf7/Igtp/Ifit3b/Isg15/Gbp2b/Ifit1bl1/Ifit3/Ifnb1/Acod1/Ifit1/Gbp7/Trim30d/Rsad2/Mx1/Ifi206/Cxcl10/Il12b/Il23r/Il6/Tgtp1/Ccl5/Zbp1/Lcn2/Gbp4/Cxcl9"
"4","BP","GO:0034097","response to cytokine",222,-0.508062988774257,-2.30667867011088,1e-10,1.590625e-08,1.37302631578947e-08,389,"tags=38%, list=17%, signal=35%","Serpina3i/Socs3/Ildr1/Ptgs2/Parp14/Stat1/H2-Eb1/Hpx/Cd274/Acp5/Ghr/Irgm2/Oasl1/Ptprf/Xaf1/Saa3/Foxh1/Irgm1/Mir221/Mefv/Ccl12/Ocln/Il1a/Serpina3h/Ifi47/Gm12185/Ifit2/Il1b/Oasl2/Traf1/Irf7/Gbp9/Igtp/Isg15/Socs1/Gbp2b/Ifit3/Ifi211/Ifi209/Ifnb1/Il7/Cxcl3/Acod1/Il36g/Edn1/Ifit1/Il36a/Fn1/Ciita/Gbp7/Wfdc21/Ifi205/Csf2/Ifi213/Cxcl2/Cxcl11/Ccl22/Gbp3/Ifi214/Ifi206/Gbp11/Gbp6/Cxcl10/Il12b/Il23r/Il6/Serpina3g/Ubd/Tgtp1/Csf3/Ccl5/Zbp1/Gbp10/Gbp2/Tgtp2/F830016B08Rik/Ccl8/Nos2/Gbp4/Gm4841/Iigp1/Gbp5/Serpina3f/Cxcl9"
"5","BP","GO:0071345","cellular response to cytokine stimulus",193,-0.504179838699717,-2.26944263813286,1e-10,1.590625e-08,1.37302631578947e-08,298,"tags=33%, list=13%, signal=31%","Irgm2/Oasl1/Ptprf/Saa3/Foxh1/Irgm1/Mir221/Ccl12/Il1a/Ifi47/Gm12185/Ifit2/Il1b/Oasl2/Traf1/Irf7/Gbp9/Igtp/Isg15/Socs1/Gbp2b/Ifit3/Ifi211/Ifi209/Ifnb1/Il7/Cxcl3/Acod1/Il36g/Edn1/Ifit1/Il36a/Fn1/Gbp7/Ifi205/Csf2/Ifi213/Cxcl2/Cxcl11/Ccl22/Gbp3/Ifi214/Ifi206/Gbp11/Gbp6/Cxcl10/Il12b/Il23r/Il6/Tgtp1/Csf3/Ccl5/Zbp1/Gbp10/Gbp2/Tgtp2/F830016B08Rik/Ccl8/Nos2/Gbp4/Gm4841/Iigp1/Gbp5/Cxcl9"
"6","BP","GO:0009617","response to bacterium",201,-0.497038280865844,-2.24639350169999,1e-10,1.590625e-08,1.37302631578947e-08,677,"tags=53%, list=30%, signal=41%","Slfn2/Irak3/Wfdc17/Spink5/Fcgr4/Oas1a/Fcgr1/Gsta2/Cxcl16/Tnnt2/Nlrc5/Zc3h12a/Oas3/Oas2/F2/Oas1g/Cd6/Rnf213/Trim5/Ifi204/Cd52/Gbp8/Mir146/Trim30a/C3/Herc6/Adamts4/Dhx58/Pfpl/Rnase6/Nod1/Cav1/Cd55/Tnf/Ptgs2/Camp/Stat1/Ppl/Cd274/Il10/Acp5/Slamf8/Irgm2/Bmp2/Saa3/Slfn4/Irgm1/Ccl12/Trdc/S100a8/Bpi/Saa1/Gpr31b/Il1a/Usp18/Gsta1/Tnfsf4/Mx2/Krt6a/Il1b/C2/Gbp9/Igtp/Isg15/Gbp2b/Ifit3/Ifi211/Ifnb1/Klrk1/Cxcl3/Cfb/AA467197/Iglc2/Acod1/Il36g/Ifit1/Il36a/Ly6a/Cmpk2/Gm12250/Pglyrp3/Gbp7/Trim30d/Wfdc21/Ifi205/Adh7/Cxcl2/Cxcl11/Gbp3/Ifi44/Gbp11/Gbp6/Cxcl10/Il12b/Il23r/Il6/Tgtp1/Ccl5/Lcn2/Gbp10/Gbp2/Nos2/Gbp4/Iigp1/Gbp5/Serpina3f/Cxcl9"
"7","BP","GO:0098542","defense response to other organism",278,-0.488419222129718,-2.24284559632671,1e-10,1.590625e-08,1.37302631578947e-08,674,"tags=52%, list=29%, signal=42%","Mmp12/Irak3/Wfdc17/Spink5/Stat2/Trim34a/Oas1a/Slc15a3/H2-Bl/Fcgr1/Cxcl16/Evl/Ccl7/Il12rb1/Nlrc5/Zc3h12a/Cdc42ep2/Oas3/Treml4/Oas2/F2/Oas1g/Oas1b/Rnf213/Ccl17/Trim5/H2-Q9/Sp100/Clec4a1/Slfn8/Ifi204/Serpinb9b/Gbp8/Trim30a/C3/Slamf6/Herc6/Adamts4/Dhx58/Lgr4/Pfpl/Rnase6/Nod1/Cd40/Arg1/Tap1/Ifih1/Irf1/Cd55/Isg20/Tnf/C1s1/Ifit1bl2/Camp/Tlr12/Klri1/Parp14/Stat1/Ppl/H2-Eb1/Hpx/Il10/Acp5/Slamf8/Clec12b/Irgm2/Sh2d1b1/Oasl1/Slamf1/Tarm1/Irgm1/Il27/Mefv/Rasgrp1/Ccl12/Trdc/S100a8/Bpi/Slamf7/Ddx60/Tnfsf4/Mx2/Krt6a/Ifit2/Il1b/Oasl2/C2/Rtp4/Irf7/Trim30c/Gbp9/Igtp/Ifit3b/Isg15/Socs1/Gbp2b/Ifit1bl1/Ifit3/Ifi211/Ifi209/Ifnb1/Klrk1/Cxcl3/Cfb/Iglc2/Acod1/Il36g/Ifit1/Il36a/Pglyrp3/Ciita/Gbp7/Trim30d/Wfdc21/Rsad2/Ifi205/Styk1/Mx1/Cxcl2/Cxcl11/Ccl22/Gbp3/Ifi214/Ifi206/Gbp11/Gbp6/Cxcl10/Il12b/Il23r/Il6/Batf2/Ubd/Tgtp1/Ccl5/Zbp1/Marco/Lcn2/Gbp10/Gbp2/Ccl8/Nos2/Gbp4/Iigp1/Gbp5/Cxcl9"
"8","BP","GO:0043207","response to external biotic stimulus",340,-0.482202374506656,-2.23784084491967,1e-10,1.590625e-08,1.37302631578947e-08,677,"tags=51%, list=30%, signal=42%","Slfn2/Mmp12/Irak3/Wfdc17/Spink5/Fcgr4/Stat2/Trim34a/Oas1a/Slc15a3/H2-Bl/Fcgr1/Gsta2/Cxcl16/Evl/Ccl7/Tnnt2/Il12rb1/Nlrc5/Zc3h12a/Cdc42ep2/Oas3/Treml4/Oas2/F2/Oas1g/Oas1b/Cd6/Rnf213/Ccl17/Trim5/H2-Q9/Sp100/Clec4a1/Slfn8/Ifi204/Serpinb9b/Gm11772/Cd52/Gbp8/Mir146/Trim30a/C3/Slamf6/Herc6/Adamts4/Dhx58/Lgr4/Pfpl/Rnase6/Nod1/Cav1/Cd40/Arg1/Tap1/Ifih1/Irf1/Cd55/Isg20/Tnf/C1s1/Ifit1bl2/Ptgs2/Camp/Tlr12/Klri1/Parp14/Stat1/Ppl/H2-Eb1/Hpx/Cd274/Il10/Acp5/Slamf8/Clec12b/Itln1/Irgm2/Sh2d1b1/Bmp2/Oasl1/Slamf1/Tarm1/Saa3/Itgb8/Slfn4/Irgm1/Il27/Mefv/Rasgrp1/Ccl12/Trdc/S100a8/Bpi/Saa1/Slamf7/Gpr31b/Il1a/Ddx60/Usp18/Gsta1/Tnfsf4/Mx2/Krt6a/Ifit2/Il1b/Oasl2/C2/Rtp4/Irf7/Trim30c/Gbp9/Igtp/Ifit3b/Isg15/Socs1/Gbp2b/Ifit1bl1/Ifit3/Ifi211/Ifi209/Ifnb1/Klrk1/Cxcl3/Cfb/AA467197/Iglc2/Acod1/Il36g/Ifit1/Il36a/Ly6a/Cmpk2/Gm12250/Pglyrp3/Ciita/Gbp7/Trim30d/Wfdc21/Rsad2/Ifi205/Styk1/Mx1/Adh7/Cxcl2/Cxcl11/Ccl22/Gbp3/Ifi44/Ifi214/Ifi206/Gbp11/Gbp6/Cxcl10/Il12b/Il23r/Il6/Batf2/Ubd/Tgtp1/Ccl5/Zbp1/Marco/Lcn2/Gbp10/Gbp2/Ccl8/Nos2/Gbp4/Iigp1/Gbp5/Serpina3f/Cxcl9"
"9","BP","GO:0051707","response to other organism",340,-0.482202374506656,-2.23784084491967,1e-10,1.590625e-08,1.37302631578947e-08,677,"tags=51%, list=30%, signal=42%","Slfn2/Mmp12/Irak3/Wfdc17/Spink5/Fcgr4/Stat2/Trim34a/Oas1a/Slc15a3/H2-Bl/Fcgr1/Gsta2/Cxcl16/Evl/Ccl7/Tnnt2/Il12rb1/Nlrc5/Zc3h12a/Cdc42ep2/Oas3/Treml4/Oas2/F2/Oas1g/Oas1b/Cd6/Rnf213/Ccl17/Trim5/H2-Q9/Sp100/Clec4a1/Slfn8/Ifi204/Serpinb9b/Gm11772/Cd52/Gbp8/Mir146/Trim30a/C3/Slamf6/Herc6/Adamts4/Dhx58/Lgr4/Pfpl/Rnase6/Nod1/Cav1/Cd40/Arg1/Tap1/Ifih1/Irf1/Cd55/Isg20/Tnf/C1s1/Ifit1bl2/Ptgs2/Camp/Tlr12/Klri1/Parp14/Stat1/Ppl/H2-Eb1/Hpx/Cd274/Il10/Acp5/Slamf8/Clec12b/Itln1/Irgm2/Sh2d1b1/Bmp2/Oasl1/Slamf1/Tarm1/Saa3/Itgb8/Slfn4/Irgm1/Il27/Mefv/Rasgrp1/Ccl12/Trdc/S100a8/Bpi/Saa1/Slamf7/Gpr31b/Il1a/Ddx60/Usp18/Gsta1/Tnfsf4/Mx2/Krt6a/Ifit2/Il1b/Oasl2/C2/Rtp4/Irf7/Trim30c/Gbp9/Igtp/Ifit3b/Isg15/Socs1/Gbp2b/Ifit1bl1/Ifit3/Ifi211/Ifi209/Ifnb1/Klrk1/Cxcl3/Cfb/AA467197/Iglc2/Acod1/Il36g/Ifit1/Il36a/Ly6a/Cmpk2/Gm12250/Pglyrp3/Ciita/Gbp7/Trim30d/Wfdc21/Rsad2/Ifi205/Styk1/Mx1/Adh7/Cxcl2/Cxcl11/Ccl22/Gbp3/Ifi44/Ifi214/Ifi206/Gbp11/Gbp6/Cxcl10/Il12b/Il23r/Il6/Batf2/Ubd/Tgtp1/Ccl5/Zbp1/Marco/Lcn2/Gbp10/Gbp2/Ccl8/Nos2/Gbp4/Iigp1/Gbp5/Serpina3f/Cxcl9"
"10","BP","GO:0045087","innate immune response",224,-0.489855222464103,-2.22300071869829,1e-10,1.590625e-08,1.37302631578947e-08,674,"tags=53%, list=29%, signal=42%","Mmp12/Irak3/Wfdc17/Stat2/Trim34a/Oas1a/Slc15a3/H2-Bl/Fcgr1/Cxcl16/Evl/Ccl7/Il12rb1/Nlrc5/Cdc42ep2/Oas3/Treml4/Oas2/Oas1g/Ccl17/Trim5/H2-Q9/Sp100/Clec4a1/Ifi204/Serpinb9b/Gbp8/Trim30a/C3/Slamf6/Herc6/Dhx58/Lgr4/Rnase6/Nod1/Cd40/Arg1/Tap1/Ifih1/Irf1/Cd55/Isg20/C1s1/Camp/Tlr12/Klri1/Parp14/Stat1/H2-Eb1/Hpx/Slamf8/Clec12b/Irgm2/Sh2d1b1/Oasl1/Slamf1/Tarm1/Irgm1/Il27/Mefv/Rasgrp1/Ccl12/Trdc/S100a8/Bpi/Slamf7/Tnfsf4/Mx2/Ifit2/Oasl2/C2/Irf7/Trim30c/Gbp9/Igtp/Isg15/Socs1/Gbp2b/Ifit3/Ifi211/Ifi209/Ifnb1/Klrk1/Cfb/Iglc2/Acod1/Il36g/Ifit1/Il36a/Pglyrp3/Ciita/Gbp7/Trim30d/Wfdc21/Rsad2/Ifi205/Styk1/Mx1/Ccl22/Gbp3/Ifi214/Ifi206/Gbp11/Gbp6/Il12b/Il23r/Ubd/Tgtp1/Ccl5/Zbp1/Marco/Lcn2/Gbp10/Gbp2/Ccl8/Nos2/Gbp4/Iigp1/Gbp5"
